id	domain_name	start	end	evalue	score	description
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	Helicase_C	3433	3471	3.3e-10	40.4	Helicase conserved C-terminal domain
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	DEAD	1826	1960	8.2e-10	38.9	DEAD/DEAH box helicase
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	DEAD	1997	2055	8.2e-10	38.9	DEAD/DEAH box helicase
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	Flavi_DEAD	1820	1961	1.2e-08	35.4	Flavivirus DEAD domain
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	Flavi_DEAD	2002	2024	1.2e-08	35.4	Flavivirus DEAD domain
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	RdRP_1	3534	3695	3.2e-08	33.1	Viral RNA-dependent RNA polymerase
AY149216.1/1-11742/Bovine_viral_diarrhea_virus_genotype_2_strain_p24515_polyprotein_gene	ResIII	1811	1957	0.0039	17.4	Type III restriction enzyme, res subunit
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Pestivirus_E2	148	516	3.6e-174	579.2	Pestivirus envelope glycoprotein E2
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Peptidase_S31	1117	1328	1.7e-139	462.5	Pestivirus NS3 polyprotein peptidase S31
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Peptidase_C74	850	1050	7.2e-98	326.3	Pestivirus NS2 peptidase
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Flav_NS3-hel_C	1661	1802	2.5e-30	105.4	Flavivirus NS3 helicase, C-terminal helical domain
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	RdRP_3	2987	3214	4.9e-24	85.2	Viral RNA dependent RNA polymerase
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	DEAD	1340	1471	8.8e-10	38.8	DEAD/DEAH box helicase
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	DEAD	1512	1572	8.8e-10	38.8	DEAD/DEAH box helicase
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Helicase_C	1512	1627	1.6e-09	38.3	Helicase conserved C-terminal domain
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Helicase_C	2947	2985	1.6e-09	38.3	Helicase conserved C-terminal domain
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	RdRP_1	3034	3210	3.4e-09	36.2	Viral RNA-dependent RNA polymerase
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Flavi_DEAD	1334	1474	1.4e-08	35.2	Flavivirus DEAD domain
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	Flavi_DEAD	1517	1538	1.4e-08	35.2	Flavivirus DEAD domain
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	ResIII	1325	1471	0.0023	18.1	Type III restriction enzyme, res subunit
AY442521.1/1-10284/Bovine_viral_diarrhea_virus_2_clone_BV_54_polyprotein_gene	RdRP_4	3076	3209	0.003	16.8	Viral RNA-directed RNA-polymerase
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Pestivirus_E2	690	1060	3.8e-168	559.4	Pestivirus envelope glycoprotein E2
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Peptidase_S31	1589	1800	3.6e-135	448.4	Pestivirus NS3 polyprotein peptidase S31
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Peptidase_C74	1322	1522	3.3e-94	314.3	Pestivirus NS2 peptidase
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Peptidase_C53	0	168	9.7e-81	269.7	Pestivirus Npro endopeptidase C53
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Peptidase_C53	3478	3493	9.7e-81	269.7	Pestivirus Npro endopeptidase C53
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Flav_NS3-hel_C	2133	2274	1.8e-29	102.6	Flavivirus NS3 helicase, C-terminal helical domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Flav_NS3-hel_C	3039	3087	1.8e-29	102.6	Flavivirus NS3 helicase, C-terminal helical domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Capsid_pestivir	170	225	1.8e-24	85.7	Capsid protein C, pestivirus
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Helicase_C	1830	1867	2.9e-09	37.5	Helicase conserved C-terminal domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Helicase_C	1983	2099	2.9e-09	37.5	Helicase conserved C-terminal domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Helicase_C	3417	3456	2.9e-09	37.5	Helicase conserved C-terminal domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	DEAD	1812	1946	4.4e-09	36.6	DEAD/DEAH box helicase
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	DEAD	1984	2041	4.4e-09	36.6	DEAD/DEAH box helicase
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Flavi_DEAD	1806	1947	1.9e-08	34.7	Flavivirus DEAD domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Flavi_DEAD	1986	2010	1.9e-08	34.7	Flavivirus DEAD domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	RdRP_1	3518	3684	3.5e-08	32.9	Viral RNA-dependent RNA polymerase
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Flavi_NS5_thumb	953	974	0.0002	21.6	Flavivirus RNA-directed RNA polymerase, thumb domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	Flavi_NS5_thumb	3672	3742	0.0002	21.6	Flavivirus RNA-directed RNA polymerase, thumb domain
AY367767.1/1-11697/Classical_swine_fever_virus_strain_GXWZ02	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Pestivirus_E2	694	1064	9.5e-222	735.7	Pestivirus envelope glycoprotein E2
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_S31	1589	1800	1.6e-144	479.0	Pestivirus NS3 polyprotein peptidase S31
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C74	1322	1522	6.9e-130	430.8	Pestivirus NS2 peptidase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C53	0	168	1e-105	351.0	Pestivirus Npro endopeptidase C53
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	4.8e-34	117.5	Flavivirus NS3 helicase, C-terminal helical domain
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Capsid_pestivir	172	228	4.5e-31	106.8	Capsid protein C, pestivirus
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_3	3458	3688	2.6e-20	72.9	Viral RNA dependent RNA polymerase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	DEAD	1812	1945	8.7e-10	38.8	DEAD/DEAH box helicase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	DEAD	1984	2041	8.7e-10	38.8	DEAD/DEAH box helicase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	1827	1874	1.5e-09	38.3	Helicase conserved C-terminal domain
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	1983	2099	1.5e-09	38.3	Helicase conserved C-terminal domain
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	3418	3456	1.5e-09	38.3	Helicase conserved C-terminal domain
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_1	3517	3681	1.6e-09	37.4	Viral RNA-dependent RNA polymerase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_DEAD	1806	1947	5.8e-09	36.4	Flavivirus DEAD domain
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_DEAD	1988	2011	5.8e-09	36.4	Flavivirus DEAD domain
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	ResIII	1805	1943	0.0032	17.6	Type III restriction enzyme, res subunit
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_4	3519	3680	0.0043	16.3	Viral RNA-directed RNA-polymerase
AB078950.1/1-11697/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_NS5_thumb	3670	3763	0.0048	17.1	Flavivirus RNA-directed RNA polymerase, thumb domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Pestivirus_E2	992	1363	8.5e-237	785.3	Pestivirus envelope glycoprotein E2
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C53	0	168	1e-219	721.9	Pestivirus Npro endopeptidase C53
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C53	302	467	1e-219	721.9	Pestivirus Npro endopeptidase C53
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_S31	1888	2099	1.1e-147	489.3	Pestivirus NS3 polyprotein peptidase S31
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C74	1621	1821	1e-132	440.1	Pestivirus NS2 peptidase
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Jiv90	199	288	1.5e-37	127.9	Cleavage inducing molecular chaperone
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Capsid_pestivir	172	194	2.7e-36	123.6	Capsid protein C, pestivirus
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Capsid_pestivir	471	527	2.7e-36	123.6	Capsid protein C, pestivirus
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flav_NS3-hel_C	2432	2574	3.2e-34	118.1	Flavivirus NS3 helicase, C-terminal helical domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_3	3755	4001	1.4e-21	77.1	Viral RNA dependent RNA polymerase
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_1	3816	3980	7.7e-11	41.7	Viral RNA-dependent RNA polymerase
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	2127	2172	1.8e-09	38.1	Helicase conserved C-terminal domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	2283	2398	1.8e-09	38.1	Helicase conserved C-terminal domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	3718	3755	1.8e-09	38.1	Helicase conserved C-terminal domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	DEAD	2111	2244	1.9e-09	37.8	DEAD/DEAH box helicase
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	DEAD	2284	2339	1.9e-09	37.8	DEAD/DEAH box helicase
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_DEAD	2105	2246	5.6e-09	36.4	Flavivirus DEAD domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_DEAD	2287	2310	5.6e-09	36.4	Flavivirus DEAD domain
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_4	3826	3978	0.0006	19.1	Viral RNA-directed RNA-polymerase
AB078951.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	ResIII	2104	2242	0.005	17.0	Type III restriction enzyme, res subunit
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Pestivirus_E2	993	1363	2.3e-220	731.2	Pestivirus envelope glycoprotein E2
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C53	0	168	1.2e-214	705.4	Pestivirus Npro endopeptidase C53
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C53	302	467	1.2e-214	705.4	Pestivirus Npro endopeptidase C53
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_S31	1888	2099	1.7e-144	478.9	Pestivirus NS3 polyprotein peptidase S31
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Peptidase_C74	1621	1821	2.1e-129	429.2	Pestivirus NS2 peptidase
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Jiv90	199	288	1.4e-37	128.1	Cleavage inducing molecular chaperone
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Capsid_pestivir	172	194	1.2e-36	124.6	Capsid protein C, pestivirus
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Capsid_pestivir	471	527	1.2e-36	124.6	Capsid protein C, pestivirus
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flav_NS3-hel_C	2432	2573	5.3e-34	117.3	Flavivirus NS3 helicase, C-terminal helical domain
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_3	3757	3987	2.8e-20	72.8	Viral RNA dependent RNA polymerase
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	DEAD	2111	2244	1.1e-09	38.6	DEAD/DEAH box helicase
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	DEAD	2283	2340	1.1e-09	38.6	DEAD/DEAH box helicase
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_1	3816	3980	1.7e-09	37.3	Viral RNA-dependent RNA polymerase
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	2126	2173	1.8e-09	38.1	Helicase conserved C-terminal domain
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	2282	2398	1.8e-09	38.1	Helicase conserved C-terminal domain
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Helicase_C	3717	3755	1.8e-09	38.1	Helicase conserved C-terminal domain
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_DEAD	2105	2246	6.7e-09	36.2	Flavivirus DEAD domain
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_DEAD	2287	2310	6.7e-09	36.2	Flavivirus DEAD domain
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	ResIII	2104	2242	0.0036	17.5	Type III restriction enzyme, res subunit
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	RdRP_4	3818	3979	0.0047	16.2	Viral RNA-directed RNA-polymerase
AB078952.1/1-12594/Bovine_viral_diarrhea_virus_1_gene_for_polyprotein	Flavi_NS5_thumb	3969	4062	0.0052	17.0	Flavivirus RNA-directed RNA polymerase, thumb domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Pestivirus_E2	690	1060	3.4e-161	536.5	Pestivirus envelope glycoprotein E2
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Peptidase_S31	1589	1800	1.3e-135	449.9	Pestivirus NS3 polyprotein peptidase S31
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Peptidase_C74	1322	1522	3.6e-95	317.5	Pestivirus NS2 peptidase
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Peptidase_C53	0	168	1.2e-80	269.3	Pestivirus Npro endopeptidase C53
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Peptidase_C53	3478	3493	1.2e-80	269.3	Pestivirus Npro endopeptidase C53
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Flav_NS3-hel_C	2133	2274	7.6e-29	100.6	Flavivirus NS3 helicase, C-terminal helical domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	RdRP_3	3459	3692	6e-25	88.2	Viral RNA dependent RNA polymerase
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Capsid_pestivir	170	225	6.4e-24	83.9	Capsid protein C, pestivirus
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Flavi_DEAD	1806	1947	9.7e-10	38.9	Flavivirus DEAD domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Flavi_DEAD	1986	2011	9.7e-10	38.9	Flavivirus DEAD domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	DEAD	1812	1943	1.6e-09	38.0	DEAD/DEAH box helicase
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	DEAD	1984	2041	1.6e-09	38.0	DEAD/DEAH box helicase
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Helicase_C	1830	1867	3.5e-09	37.2	Helicase conserved C-terminal domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Helicase_C	1983	2099	3.5e-09	37.2	Helicase conserved C-terminal domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Helicase_C	3417	3456	3.5e-09	37.2	Helicase conserved C-terminal domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	RdRP_1	3518	3680	5.3e-09	35.6	Viral RNA-dependent RNA polymerase
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	RdRP_4	3505	3637	5.8e-05	22.5	Viral RNA-directed RNA-polymerase
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	Flavi_NS5_thumb	3672	3743	0.00036	20.8	Flavivirus RNA-directed RNA polymerase, thumb domain
AF531433.1/1-11697/Classical_swine_fever_virus_strain_HCLV	ResIII	1808	1942	0.0023	18.1	Type III restriction enzyme, res subunit
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Pestivirus_E2	694	1062	3.5e-172	572.7	Pestivirus envelope glycoprotein E2
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Peptidase_S31	1603	1814	2.1e-139	462.3	Pestivirus NS3 polyprotein peptidase S31
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Peptidase_C74	1320	1520	5.6e-99	329.9	Pestivirus NS2 peptidase
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Peptidase_C53	0	168	9.4e-86	286.0	Pestivirus Npro endopeptidase C53
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Peptidase_C53	1546	1609	9.4e-86	286.0	Pestivirus Npro endopeptidase C53
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Peptidase_C53	3491	3507	9.4e-86	286.0	Pestivirus Npro endopeptidase C53
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Flav_NS3-hel_C	2147	2288	5e-32	110.9	Flavivirus NS3 helicase, C-terminal helical domain
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Capsid_pestivir	173	227	5.5e-26	90.5	Capsid protein C, pestivirus
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	RdRP_3	3472	3701	9.3e-24	84.3	Viral RNA dependent RNA polymerase
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Helicase_C	1996	2113	6.4e-10	39.5	Helicase conserved C-terminal domain
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Helicase_C	3433	3471	6.4e-10	39.5	Helicase conserved C-terminal domain
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	DEAD	1826	1960	6.8e-10	39.2	DEAD/DEAH box helicase
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	DEAD	1997	2055	6.8e-10	39.2	DEAD/DEAH box helicase
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	RdRP_1	3532	3696	2.5e-09	36.7	Viral RNA-dependent RNA polymerase
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Flavi_DEAD	1820	1961	6.2e-09	36.3	Flavivirus DEAD domain
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	Flavi_DEAD	2002	2025	6.2e-09	36.3	Flavivirus DEAD domain
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	ResIII	1811	1957	0.0042	17.3	Type III restriction enzyme, res subunit
AF502399.1/1-11742/Bovine_viral_diarrhea_virus_2-New_York'93	RdRP_4	3562	3694	0.006	15.8	Viral RNA-directed RNA-polymerase
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Pestivirus_E2	696	1067	4e-212	704.1	Pestivirus envelope glycoprotein E2
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Peptidase_S31	921	947	1.4e-145	482.4	Pestivirus NS3 polyprotein peptidase S31
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Peptidase_S31	1592	1803	1.4e-145	482.4	Pestivirus NS3 polyprotein peptidase S31
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Peptidase_C74	1325	1525	2.2e-128	425.9	Pestivirus NS2 peptidase
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Peptidase_C53	0	168	2.3e-101	336.8	Pestivirus Npro endopeptidase C53
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Flav_NS3-hel_C	2136	2278	9.6e-34	116.5	Flavivirus NS3 helicase, C-terminal helical domain
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Capsid_pestivir	173	228	7.9e-29	99.6	Capsid protein C, pestivirus
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	RdRP_3	3459	3689	2.1e-21	76.5	Viral RNA dependent RNA polymerase
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	RdRP_1	3520	3684	5.6e-11	42.1	Viral RNA-dependent RNA polymerase
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	DEAD	1815	1949	5.3e-10	39.6	DEAD/DEAH box helicase
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	DEAD	1987	2044	5.3e-10	39.6	DEAD/DEAH box helicase
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Helicase_C	1829	1877	1.6e-09	38.3	Helicase conserved C-terminal domain
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Helicase_C	1986	2102	1.6e-09	38.3	Helicase conserved C-terminal domain
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Helicase_C	3421	3459	1.6e-09	38.3	Helicase conserved C-terminal domain
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Flavi_DEAD	1809	1950	2.6e-09	37.5	Flavivirus DEAD domain
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	Flavi_DEAD	1991	2014	2.6e-09	37.5	Flavivirus DEAD domain
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	ResIII	1808	1946	0.0017	18.6	Type III restriction enzyme, res subunit
AF526381.3/1-11706/Bovine_viral_diarrhea_virus_1_strain_ZM-95	RdRP_4	3523	3683	0.0024	17.1	Viral RNA-directed RNA-polymerase
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Pestivirus_E2	690	1060	2.5e-165	550.1	Pestivirus envelope glycoprotein E2
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Peptidase_S31	1589	1800	3.4e-135	448.5	Pestivirus NS3 polyprotein peptidase S31
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Peptidase_C74	1322	1522	1.1e-95	319.1	Pestivirus NS2 peptidase
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Peptidase_C53	0	168	2.5e-80	268.4	Pestivirus Npro endopeptidase C53
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Peptidase_C53	3478	3493	2.5e-80	268.4	Pestivirus Npro endopeptidase C53
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Flav_NS3-hel_C	2133	2274	1.9e-29	102.6	Flavivirus NS3 helicase, C-terminal helical domain
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Flav_NS3-hel_C	3039	3087	1.9e-29	102.6	Flavivirus NS3 helicase, C-terminal helical domain
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	RdRP_3	3459	3693	4.9e-25	88.5	Viral RNA dependent RNA polymerase
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Capsid_pestivir	170	225	5.9e-24	84.0	Capsid protein C, pestivirus
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	DEAD	1812	1946	1.4e-09	38.2	DEAD/DEAH box helicase
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	DEAD	1984	2041	1.4e-09	38.2	DEAD/DEAH box helicase
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Helicase_C	1830	1867	2.6e-09	37.6	Helicase conserved C-terminal domain
AY072924.1/1-11697/Classical_swine_fever_virus_isolate_Paderborn_polyprotein_gene	Helicase_C	1983	2099	2.6e-09	37.6	Helicase conserved C-terminal domain
