Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
KM262189,Classical swine fever virus,GenBank,set:KM262189,"Kamboj,A., Patel,C.L., Chaturvedi,V.K., Saini,M., Gupta,P.K.","Indian Veterinary Research Institute, Veterinary Biotechnology",India,2014-08-26,CSFV/IVRI/VB-131,Pestivirus suis,12300,complete,India,,Sus scrofa,"spleen, abdominal cavity",2009-08
KF501393,Bovine viral diarrhea virus 1,GenBank,set:KF501393,"Zhang,S., Tan,B., Ding,Y., Wang,F., Guo,L., Wen,Y., Cheng,S., Wu,H.","Institute of Special Economic Animal and Plant, Chinese Academy of Agricultural Sciences, State Key Laboratory for Molecular Biology of Special Economic Animals",China,2014-08-04,,Pestivirus bovis,12276,complete,China,,Bos taurus,,2009
AB897785,Border disease virus,GenBank,set:AB897785,"Nagai,M., Aoki,H., Sakoda,Y., Kozasa,T., Tominaga-Teshima,K., Mine,J., Abe,Y., Tamura,T., Kobayashi,T., Nishine,K., Tateishi,K., Suzuki,Y., Fukuhara,M., Ohmori,K., Todaka,R., Katayama,K., Mizutani,T., Nakamura,S., Kida,H., Shirai,J., Aoki, H., Sakoda, Y., Shirai, J.","Department of Veterinary Medicine Faculty and Agriculture; 3-5-8 Saiwai-cho, Fuchu, Tokyo 183-8509",Japan,2014-07-09,,Pestivirus ovis,12327,partial,Japan: Ibaraki,,Sus scrofa domesticus,blood,2012-02-07
KJ627179,Bovine viral diarrhea virus 3,GenBank,set:KJ627179,"Decaro,N., Lanave,G., Lucente,M.S., Mari,V., Varello,K., Losurdo,M., Larocca,V., Bozzetta,E., Cavaliere,N., Martella,V., Buonavoglia,C., Camero,M., Lorusso,E.","University of Bari, Department of Veterinary Medicine",Italy,2014-06-23,Italy-68/13ncp,Pestivirus brazilense,12243,complete,Italy,,Bos taurus,brain,2013-03
KJ627180,Bovine viral diarrhea virus 3,GenBank,set:KJ627180,"Decaro,N., Lanave,G., Lucente,M.S., Mari,V., Varello,K., Losurdo,M., Larocca,V., Bozzetta,E., Cavaliere,N., Martella,V., Buonavoglia,C., Camero,M., Lorusso,E.","University of Bari, Department of Veterinary Medicine",Italy,2014-06-23,Italy-68/13cp,Pestivirus brazilense,12549,complete,Italy,,Bos taurus,brain,2013-03
KJ620017,Bovine viral diarrhea virus 1,GenBank,set:KJ620017,"Arenhart,S., Flores,E.F., Weiblen,R., Gil,L.H.V.G.","Universidade Federal de Santa Catarina, Departamento de Medicina Veterinaria",Brazil,2014-06-10,IBSP4ncp,Pestivirus bovis,12264,partial,Brazil,,,,
KJ689448,Bovine viral diarrhea virus 1,GenBank,set:KJ689448,"Xie,Z., Fan,Q., Liu,J., Pang,Y., Deng,X., Xie,L., Luo,S., Khan,M.I.","Guangxi Veterinary Research Institute, Department of Biotechnology, Guangxi Key Laboratory of Animal Vaccines and Diagnostics",China,2014-05-20,GX4,Pestivirus bovis,12218,complete,China,,Bos taurus,,2012-04-06
KJ541471,Bovine viral diarrhea virus 1,GenBank,set:KJ541471,"Gao,S., Chang,H., Yin,H.","Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, State Key Laboratory of Veterinary Etiological Biology, National Foot and Mouth Disease Reference Laboratory",China,2014-05-17,GS5,Pestivirus bovis,12189,complete,China,,Bos taurus,,2013-12
KJ619377,Classical swine fever virus,GenBank,set:KJ619377,"Fahnoe,U., Lohse,L., Becher,P., Rasmussen,T.B.","Technical University of Denmark, DTU National Veterinary Institute",Denmark,2014-05-04,,Pestivirus suis,12295,complete,Netherlands,,Sus scrofa,,1977-01-01
HG426479,Bovine viral diarrhea virus 2,GenBank,set:HG426479,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,D37-13-2_Dup(-),Pestivirus tauri,12143,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-06
HG426480,Bovine viral diarrhea virus 2,GenBank,set:HG426480,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,D37-13-2_Dup(+),Pestivirus tauri,12358,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-06
HG426481,Bovine viral diarrhea virus 2,GenBank,set:HG426481,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,D75-13-609_Dup(-),Pestivirus tauri,12143,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-06
HG426482,Bovine viral diarrhea virus 2,GenBank,set:HG426482,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,D75-13-609_Dup(+),Pestivirus tauri,12358,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-06
HG426483,Bovine viral diarrhea virus 2,GenBank,set:HG426483,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 12-13_Dup(-),Pestivirus tauri,12217,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-02
HG426484,Bovine viral diarrhea virus 2,GenBank,set:HG426484,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 12-13_Dup(+),Pestivirus tauri,12439,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-02
HG426485,Bovine viral diarrhea virus 2,GenBank,set:HG426485,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 14-13_Dup(-),Pestivirus tauri,12145,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-02
HG426486,Bovine viral diarrhea virus 2,GenBank,set:HG426486,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 14-13_Dup(+),Pestivirus tauri,12358,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-02
HG426487,Bovine viral diarrhea virus 2,GenBank,set:HG426487,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 19-13-1_Dup(-),Pestivirus tauri,12156,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-03
HG426488,Bovine viral diarrhea virus 2,GenBank,set:HG426488,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 19-13-1_Dup(+),Pestivirus tauri,12318,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-03
HG426489,Bovine viral diarrhea virus 2,GenBank,set:HG426489,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 19-13-8_Dup(-),Pestivirus tauri,12190,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-03
HG426490,Bovine viral diarrhea virus 2,GenBank,set:HG426490,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,NRW 19-13-8_Dup(+),Pestivirus tauri,12412,complete,Germany:North Rhine-Westphalia,,Bos taurus,,2013-03
HG426491,Bovine viral diarrhea virus 2,GenBank,set:HG426491,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,Potsdam 1600,Pestivirus tauri,12265,complete,Germany:Brandenburg,,Bos taurus,,2000
HG426492,Bovine viral diarrhea virus 2,GenBank,set:HG426492,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,SH2210-14,Pestivirus tauri,12272,complete,Germany:Schleswig-Holstein,,Bos taurus,,2010-03
HG426493,Bovine viral diarrhea virus 2,GenBank,set:HG426493,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,SH2210-17,Pestivirus tauri,12269,complete,Germany:Schleswig-Holstein,,Bos taurus,,2010-03
HG426494,Bovine viral diarrhea virus 2,GenBank,set:HG426494,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,SH2210-23,Pestivirus tauri,12263,complete,Germany:Schleswig-Holstein,,Bos taurus,,2010-03
HG426495,Bovine viral diarrhea virus 2,GenBank,set:HG426495,"Jenckel,M., Hoper,D., Schirrmeier,H., Reimann,I., Goller,K.V., Hoffmann,B., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institute, Federal Resaerch Institute for Animal Health, Institue of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems 17493",Germany,2014-04-24,VOE 4407,Pestivirus tauri,12163,complete,Germany:Baden-Wuerttemberg,,Bos taurus,,2007
KJ660072,Pestivirus PG-2,GenBank,set:KJ660072,"Becher,P., Fischer,N., Grundhoff,A., Stalder,H., Schweizer,M., Postel,A.","University of Veterinary Medicine Hannover, Institute of Virology",Germany,2014-04-22,PG-2,Pestivirus giraffae,12264,complete,Kenya,,Bos taurus,,
KC503764,Classical swine fever virus,GenBank,set:KC503764,"Tomar,N., Gupta,A., Arya,R.S., Somvanshi,R., Sharma,V., Saikumar,G.","Indian Veterinary Research Institute, Pathology",India,2014-04-11,CSFV-PK15C-NG79-11,Pestivirus suis,12302,complete,India,,,,2011-09
KF918753,Border disease virus,GenBank,set:KF918753,"Vilcek,S., Leskova,V., Meyer,D., Postel,A., Becher,P.","Institute of Virology, Department of Infectious Diseases, University of Veterinary Medicine Hannover",Germany,2014-04-04,,Pestivirus ovis,12284,complete,France,,Ovis aries,,1984
KF835697,Bovine viral diarrhea virus 1b,GenBank,set:KF835697,"Passler,T., Riddell,K.P., Edmondson,M.A., Chamorro,M.F., Neill,J.D., Brodersen,B.W., Walz,H.L., Galik,P.K., Zhang,Y., Walz,P.H.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-26,AU526,Pestivirus bovis,12062,partial,USA,,,blood,
KF835698,Bovine viral diarrhea virus 1b,GenBank,set:KF835698,"Passler,T., Riddell,K.P., Edmondson,M.A., Chamorro,M.F., Neill,J.D., Brodersen,B.W., Walz,H.L., Galik,P.K., Zhang,Y., Walz,P.H.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-26,50,Pestivirus bovis,12062,partial,USA,,,blood,
KF835699,Bovine viral diarrhea virus 1b,GenBank,set:KF835699,"Passler,T., Riddell,K.P., Edmondson,M.A., Chamorro,M.F., Neill,J.D., Brodersen,B.W., Walz,H.L., Galik,P.K., Zhang,Y., Walz,P.H.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-26,50a,Pestivirus bovis,12067,partial,USA,,,blood,
KF835700,Bovine viral diarrhea virus 2,GenBank,set:KF835700,"Passler,T., Riddell,K.P., Edmondson,M.A., Chamorro,M.F., Neill,J.D., Brodersen,B.W., Walz,H.L., Galik,P.K., Zhang,Y., Walz,P.H.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-26,PA131,Pestivirus tauri,12284,partial,USA,,,blood,
KF835701,Bovine viral diarrhea virus 2,GenBank,set:KF835701,"Passler,T., Riddell,K.P., Edmondson,M.A., Chamorro,M.F., Neill,J.D., Brodersen,B.W., Walz,H.L., Galik,P.K., Zhang,Y., Walz,P.H.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-26,108,Pestivirus tauri,12284,partial,USA,,,blood,
KF835702,Bovine viral diarrhea virus 2,GenBank,set:KF835702,"Passler,T., Riddell,K.P., Edmondson,M.A., Chamorro,M.F., Neill,J.D., Brodersen,B.W., Walz,H.L., Galik,P.K., Zhang,Y., Walz,P.H.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-26,108a,Pestivirus tauri,12284,partial,USA,,,blood,
KJ463422,Border disease virus,GenBank,set:KJ463422,"Neill,J.D., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-24,Coos Bay 5 nc,Pestivirus ovis,12300,complete,USA,,Ovis aries,blood,
KJ463423,Border disease virus,GenBank,set:KJ463423,"Neill,J.D., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014-03-24,Coos Bay 5 c,Pestivirus ovis,12588,complete,USA,,Ovis aries,blood,
KJ000672,Bovine viral diarrhea virus 2,GenBank,set:KJ000672,"Wang,W., Shi,X., Chen,C., Wu,H., Shi,X.C., Chen,C.Y.","Sinovet Biotech Co., Ltd, R&D",China,2014-03-18,,Pestivirus tauri,12258,complete,China,,Bos taurus,,2012-12-17
KF896608,Bovine viral diarrhea virus 1,GenBank,set:KF896608,"Gao,S., Chang,H., Yin,H.","Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, State Key Laboratory of Veterinary Etiological Biology, National Foot and Mouth Disease Reference Laboratory",China,2014-02-25,Bega-like,Pestivirus bovis,12193,partial,Australia,,Bos taurus,,2012-12
KF977607,Classical swine fever virus,GenBank,set:KF977607,"Fahnoe,U., Pedersen,A.G., Risager,P.C., Nielsen,J., Belsham,G.J., Hoper,D., Beer,M., Rasmussen,T.B.","Technical University of Denmark, DTU National Veterinary Institute",Denmark,2014-02-11,,Pestivirus suis,12298,complete,,,Sus scrofa domesticus,,2013-01-01
KF977608,Classical swine fever virus,GenBank,set:KF977608,"Fahnoe,U., Pedersen,A.G., Risager,P.C., Nielsen,J., Belsham,G.J., Hoper,D., Beer,M., Rasmussen,T.B.","Technical University of Denmark, DTU National Veterinary Institute",Denmark,2014-02-11,,Pestivirus suis,12298,complete,,,Sus scrofa domesticus,,2013-01-01
KF977609,Classical swine fever virus,GenBank,set:KF977609,"Fahnoe,U., Pedersen,A.G., Risager,P.C., Nielsen,J., Belsham,G.J., Hoper,D., Beer,M., Rasmussen,T.B.","Technical University of Denmark, DTU National Veterinary Institute",Denmark,2014-02-11,,Pestivirus suis,12298,complete,,,Sus scrofa domesticus,,2013-01-01
KF977610,Classical swine fever virus,GenBank,set:KF977610,"Fahnoe,U., Pedersen,A.G., Risager,P.C., Nielsen,J., Belsham,G.J., Hoper,D., Beer,M., Rasmussen,T.B.","Technical University of Denmark, DTU National Veterinary Institute",Denmark,2014-02-11,,Pestivirus suis,12298,complete,,,Sus scrofa domesticus,,2013-01-01
KC851953,Classical swine fever virus,GenBank,set:KC851953,"Kumar,R., Rajak,K.K., Chandra,T., Thapliyal,A., Muthuchelvan,D., Sudhakar,S.B., Sharma,K., Saxena,A., Raut,S.D., Singh,V.K., Ahmad,Z., Kumar,A., Chaudhary,D., Singh,R.K., Pandey,A.B., Raut,S.","Indian Veterinary Research Institute, Classical Swine Fever Laboratory, Division of Virology",India,2014-01-31,CSFV_IND/UK/LAL-290,Pestivirus suis,12297,complete,India,,Sus scrofa,"spleen, abdominal cavity",2012-01-05
KF772785,Bovine viral diarrhea virus 1,GenBank,set:KF772785,"Zhu,L., Xing,Z., Gai,X., Wang,T., Tu,C., Wang,X.","Jilin University, College of Veterinary Medicine",China,2014-01-27,CC13B,Pestivirus bovis,12265,complete,China,,Bos taurus,,2013-03-10
KC788748,Bovine viral diarrhea virus 3,GenBank,set:KC788748,"Decaro,N., Mari,V., Lucente,M.S., Sciarretta,R., Elia,G., Ridpath,J.F., Buonavoglia,C.","University of Bari, Department of Veterinary Medicine",Italy,2013-12-22,,Pestivirus brazilense,12118,complete,Italy,,Bos taurus,oronasopharynx,2007
KF925348,Border disease virus,GenBank,set:KF925348,"Fahnoe,U., Hoper,D., Schirrmeier,H., Beer,M., Rasmussen,T.B.","Technical University of Denmark, DTU National Veterinary Institute",Denmark,2013-12-17,,Pestivirus ovis,12325,complete,Germany,,Sus scrofa,,2000-08-01
AB871953,Bovine viral diarrhea virus 3,GenBank,set:AB871953,"Kozasa,T., Hoffmann,B., Beer,M., Schirrmeier,H., Ishimaru,M., Nakamura,S.","Forestry and Fisheries, Animal Products Safety Division, Food Safety and Consumer Affairs Bureau; 1-2-1 Kasumigaseki, Chiyoda-ku, Tokyo 100-8950",Japan,2013-11-12,,Pestivirus brazilense,12265,complete,,,Bos taurus,,
JX985409,Bovine viral diarrhea virus 3,GenBank,set:JX985409,"Zhou,W., Xia,H., Stalder,H., Peterhans,E., Belak,S., Liu,L.","National Veterinary Institute (SVA), Virology, Immunobiology and Parasitology (VIP)",Sweden,2013-10-31,CH-KaHo/cont,Pestivirus brazilense,12279,complete,,,,,
KC963426,Border disease virus,GenBank,set:KC963426,"Liu,X., Mao,L., Li,W., Yang,L., Zhang,W., Wei,J., Jiang,J.","Jiangsu Academy of Agricultural Sciences, Institute of Veterinary Medicine",China,2013-08-19,,Pestivirus ovis,12227,partial,China,,Ovis aries,,2012-03-30
KC963967,Bovine viral diarrhea virus 1,GenBank,set:KC963967,"Oem,J.K., Joo,S.K., An,D.J., Oem,J.-K., Joo,S.-K., An,D.-J.","Animal and Plant Quarantine Agency, Viral Disease Division",,2013-08-14,12F004,Pestivirus bovis,12301,complete,South Korea,,Bos taurus,,2012
KC963968,Bovine viral diarrhea virus 2,GenBank,set:KC963968,"Oem,J.K., Joo,S.K., An,D.J., Oem,J.-K., Joo,S.-K., An,D.-J.","Animal and Plant Quarantine Agency, Viral Disease Division",,2013-08-14,11F011,Pestivirus tauri,12287,complete,South Korea,,Bos taurus,,2011
KC757383,Bovine viral diarrhea virus 1,GenBank,set:KC757383,"Joo,S.K., Lim,S.I., Jeoung,H.Y., Song,J.Y., Oem,J.K., Mun,S.H., An,D.J., Joo,S.-K., Lim,S.-I., Jeoung,H.-Y., Song,J.-Y., Kim,J., Hyun,B.-H., Moon,S.-H., An,D.-J.","Animal Plant and Fisheries Quarantine and Inspection Agency, Viral Disease Division",,2013-06-18,10JJ-SKR,Pestivirus bovis,12267,complete,South Korea,,Bos taurus,,2010
KC695810,Bovine viral diarrhea virus 1,GenBank,set:KC695810,"Gao,S., Du,J., Shao,J., Lang,Y., Lin,T., Cong,G., Zhao,F., Belak,S., Liu,L., Chang,H., Yin,H.","Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, State Key Laboratory of Veterinary Etiological Biology, National Foot and Mouth Disease Reference Laboratory",China,2013-06-04,camel-6,Pestivirus bovis,12111,complete,China,,Camelus bactrianus,,2010-12
KC695814,Bovine viral diarrhea virus 1,GenBank,set:KC695814,"Gao,S., Chang,H., Yin,H.","Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, State Key Laboratory of Veterinary Etiological Biology, National Foot and Mouth Disease Reference Laboratory",China,2013-06-04,Av69 VEDEVAC,Pestivirus bovis,12276,complete,USA,,Bos taurus,,2011-12
KC853440,Bovine viral diarrhea virus 1,GenBank,set:KC853440,"Marques Antunes de Oliveira,A., Stalder,H., Peterhans,E., Sauter,K.S., Schweizer,M., Antunes de Oliveira,A.M., Sauter,K.-S.","University of Bern, Vetsuisse Faculty",Switzerland,2013-05-29,SuwaNcp,Pestivirus bovis,12271,complete,Switzerland,,Bos taurus,,1993
KC853441,Bovine viral diarrhea virus 1,GenBank,set:KC853441,"Marques Antunes de Oliveira,A., Stalder,H., Peterhans,E., Sauter,K.S., Schweizer,M., Antunes de Oliveira,A.M., Sauter,K.-S.","University of Bern, Vetsuisse Faculty",Switzerland,2013-05-29,SuwaCp,Pestivirus bovis,12355,complete,Switzerland,,Bos taurus,,1993
KC533775,Classical swine fever virus,GenBank,set:KC533775,"Tomar,N., Sharma,V., John,J.K., Sethi,M., Ray,P.K., Singh Arya,R., Vamadevan,B., Das,T., Saikumar,G., Gupta,A., Arya,R.S.","Indian Veterinary Research Institute Izatnagar, Pathology",India,2013-04-16,CSFV-UP-BR-KHG-06,Pestivirus suis,12298,complete,India,,Sus scrofa domesticus,"spleen, abdominal cavity",2006-11
KC533776,Classical swine fever virus,GenBank,set:KC533776,"Tomar,N., Sharma,V., Arya,R.S., Saikumar,G., Gupta,A.","Indian Veterinary Research Institute Izatnag, Pathology",India,2013-04-16,CSFV-UP-BD-SKN-11,Pestivirus suis,12297,complete,India,,Sus scrofa domesticus,"spleen, abdominal cavity",
KC533793,Classical swine fever virus,GenBank,set:KC533793,"Tomar,N., Sharma,V., Arya,R.S., Das,T., Saikumar,G., Gupta,A.","Indian Veterinary Research Institute, Pathology",India,2013-04-16,CSFV-UP-ND-169-11,Pestivirus suis,12298,complete,India,,Sus scrofa domesticus,"spleen, lymph",2011
JQ595295,Classical swine fever virus,GenBank,set:JQ595295,"Haegeman,A., Vrancken,R., Neyts,J., Koenen,F.","CODA-CERVA, Virologie, Vesiculeuse en Exotische Ziekten",Belgium,2013-04-01,Wingene,Pestivirus suis,12262,partial,Belgium,,Sus scrofa domesticus,,
KC297709,Bovine viral diarrhea virus 3,GenBank,set:KC297709,"Gao,S., Du,J., Tian,Z., Xing,S., Chang,H., Liu,G., Luo,J., Yin,H.","Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, State Key Laboratory of Veterinary Etiological Biology, National Foot and Mouth Disease Reference Laboratory",China,2013-03-25,,Pestivirus brazilense,12282,complete,,,Bos taurus,,2012-05
JX297512,Bovine viral diarrhea virus 1b,GenBank,set:JX297512,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,10270,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297513,Bovine viral diarrhea virus 1b,GenBank,set:JX297513,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Aries,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297514,Bovine viral diarrhea virus 1b,GenBank,set:JX297514,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Columba,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297515,Bovine viral diarrhea virus 1b,GenBank,set:JX297515,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Corona,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297516,Bovine viral diarrhea virus 1b,GenBank,set:JX297516,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Gemini,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297517,Bovine viral diarrhea virus 1b,GenBank,set:JX297517,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Hercules,Pestivirus bovis,11658,partial,Canada,,Vicugna pacos,,
JX297518,Bovine viral diarrhea virus 1b,GenBank,set:JX297518,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Leo,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297519,Bovine viral diarrhea virus 1b,GenBank,set:JX297519,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Lyra,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297520,Bovine viral diarrhea virus 1b,GenBank,set:JX297520,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Mars,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
JX297521,Bovine viral diarrhea virus 1b,GenBank,set:JX297521,"Neill,J.D., Dubovi,E.J., Ridpath,J.F.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2013-03-10,Scorpius,Pestivirus bovis,11640,partial,USA,,Vicugna pacos,,
KC149990,Classical swine fever virus,GenBank,set:KC149990,"Jeoung,H.Y., Lim,J.A., Lim,S.I., Kim,J.J., Song,J.Y., Hyun,B.H., Kim,Y.K., An,D.J., Jeoung,H., Lim,J., Lim,S., Kim,J., Song,J., Hyun,B., Pena,R.D., An,D.","Animal, Plant and Fisheries Quarantine and Inspection Agency, Viral Disease Division",Korea,2013-02-16,,Pestivirus suis,12296,complete,South Korea,,Sus scrofa,,2011
